,last_move,predicted_position,target_position,shape,region,color,steps,time,total_steps_taken
323,grip,[ 8 10],[ 8 10],X,center,blue,3,3.0079140663146973,"['left', 'down', 'grip']"
324,grip,[4 2],[4 2],T,top left,blue,20,20.240985870361328,"['up', 'up', 'up left', 'up left', 'up', 'up left', 'left', 'up', 'left', 'up', 'up left', 'up left', 'up left', 'up left', 'up', 'left', 'up', 'left', 'left', 'grip']"
325,grip,[8 8],[8 8],P,center,magenta,3,3.001558303833008,"['up', 'left', 'grip']"
326,right down,[12  9],[15 12],X,right,yellow,20,25.4758620262146,"['right right down', 'right', 'right', 'right down right', 'right down', 'right', 'right down right', 'right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down', 'right down', 'right down']"
327,grip,[11 15],[11 15],P,bottom,red,11,10.862451791763306,"['down', 'down', 'down', 'right', 'down', 'down', 'right down', 'right down', 'right', 'down', 'grip']"
328,grip,[13  6],[13  6],P,right,yellow,8,7.560209512710571,"['up', 'right', 'right', 'right', 'up', 'right', 'up', 'grip']"
329,grip,[13 11],[13 11],P,right,magenta,7,6.555307865142822,"['right', 'right', 'right', 'right', 'down', 'down', 'grip']"
330,grip,[2 5],[2 5],Z,top left,red,12,11.17875862121582,"['left', 'left', 'left', 'left', 'left', 'up', 'up', 'up', 'left', 'up', 'left', 'grip']"
331,grip,[ 6 10],[ 6 10],P,center,cyan,5,4.803874731063843,"['left', 'left', 'left', 'down', 'grip']"
332,grip,[3 7],[3 7],P,left,cyan,10,9.59026312828064,"['left', 'left', 'left', 'left', 'up left', 'up', 'left', 'up', 'left', 'grip']"
333,grip,[ 8 12],[ 8 12],X,center,magenta,5,4.8323352336883545,"['down', 'down', 'down', 'left', 'grip']"
334,grip,[7 5],[7 5],U,top,magenta,7,6.696855545043945,"['up', 'up', 'up', 'left', 'up', 'left', 'grip']"
335,grip,[9 8],[9 8],P,center,yellow,2,2.0755248069763184,"['up', 'grip']"
336,grip,[12  8],[12  8],W,center,blue,5,4.868412733078003,"['right', 'up', 'right', 'right', 'grip']"
337,grip,[11 10],[11 10],W,center,blue,4,3.8917055130004883,"['right', 'down', 'right', 'grip']"
338,grip,[12  2],[12  2],Z,top,green,11,10.328756332397461,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'up', 'right', 'grip']"
339,right right right right right right right right right right,[11  9],[16  9],T,right,cyan,20,53.639808893203735,"['right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
340,grip,[15  2],[15  2],T,top right,cyan,19,19.705214977264404,"['right', 'up right', 'up right', 'right', 'up', 'up right', 'up right', 'up', 'right', 'up right', 'up', 'up', 'right', 'up', 'right', 'up', 'up', 'right', 'grip']"
341,down right,[11 11],[13 14],X,bottom right,blue,20,22.379759550094604,"['right down', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down', 'right down', 'right', 'down right', 'down right', 'down right', 'right down', 'down right']"
342,grip,[16  7],[16  7],U,right,red,10,9.385282039642334,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'grip']"
343,grip,[8 5],[8 5],T,top,magenta,6,5.771775007247925,"['up', 'up', 'up', 'up', 'left', 'grip']"
344,right down right,[11  9],[16 13],U,bottom right,green,20,27.339663982391357,"['right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right', 'right down right', 'right down', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right']"
345,down left,[4 9],[ 2 14],U,bottom left,yellow,20,22.613414525985718,"['left down', 'left down', 'left down left', 'left down', 'left down left', 'left', 'left', 'left', 'left', 'left down', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
346,grip,[ 4 11],[ 4 11],X,left,red,8,7.580775737762451,"['left', 'left', 'left', 'left', 'left', 'down', 'down', 'grip']"
347,grip,[ 6 10],[ 6 10],T,center,magenta,5,4.841465473175049,"['left', 'left', 'left', 'down', 'grip']"
348,grip,[12  8],[12  8],T,center,magenta,5,4.7348878383636475,"['right', 'right', 'up', 'right', 'grip']"
349,down right,[11 10],[14 15],W,bottom right,red,20,22.78106951713562,"['right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down right', 'down right', 'down right', 'down right', 'down right']"
350,grip,[3 4],[3 4],U,top left,red,14,13.553329944610596,"['left', 'left', 'left', 'up left', 'up left', 'up', 'left', 'up', 'up', 'left', 'up', 'up', 'left', 'grip']"
351,grip,[5 7],[5 7],P,left,green,8,7.8068647384643555,"['left', 'up left', 'up', 'left', 'left', 'left', 'up', 'grip']"
352,grip,[14  3],[14  3],P,top right,blue,12,11.237256050109863,"['right', 'up', 'right', 'up', 'right', 'up', 'up', 'right', 'right', 'up', 'up', 'grip']"
353,grip,[4 8],[4 8],W,left,green,7,6.652555704116821,"['left', 'left', 'left', 'left', 'left', 'up', 'grip']"
354,right down right,[11  9],[16 13],Z,bottom right,yellow,20,31.874698162078857,"['right down right', 'right down right', 'right right down down right right right down down right', 'right right down right', 'right right down', 'right', 'right right down right', 'right', 'right down right', 'right right down down', 'right right down right', 'right right down', 'right down right', 'right down right', 'right down right', 'right right down right down down right right right down', 'right down right', 'right right down right', 'right down right', 'right down right']"
355,grip,[ 6 16],[ 6 16],W,bottom,blue,12,11.600959777832031,"['down', 'down', 'down', 'down', 'down left', 'down', 'down', 'left', 'down', 'left', 'left', 'grip']"
356,grip,[16 12],[16 12],W,right,red,16,20.07586407661438,"['right', 'right right right right right right right right right right', 'right down right', 'right right right right right right right right right right', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down right', 'down right', 'down', 'right', 'grip']"
357,grip,[9 8],[9 8],U,center,cyan,2,2.1002817153930664,"['up', 'grip']"
358,grip,[6 7],[6 7],P,center,magenta,6,5.651978015899658,"['left', 'up', 'left', 'up', 'left', 'grip']"
359,down right,[12  9],[15 12],W,right,cyan,20,23.40485978126526,"['right', 'right', 'right down', 'right', 'right down', 'right down', 'right down', 'right down', 'right down', 'right down right', 'right down', 'right down', 'right down', 'right down', 'right down', 'right down right', 'right down', 'right down', 'right down', 'down right']"
360,down left,[4 9],[ 2 13],T,bottom left,magenta,20,23.335071563720703,"['left down', 'left', 'left', 'left', 'left', 'left', 'down left', 'left down left', 'left down', 'left down', 'left down', 'down left', 'left down', 'down left', 'left down', 'down left', 'left down', 'down left', 'down left', 'down left']"
361,grip,[14  6],[14  6],X,right,cyan,9,8.394848585128784,"['right', 'right', 'right', 'up', 'right', 'up', 'up', 'right', 'grip']"
362,grip,[10  7],[10  7],Z,center,red,4,3.938967704772949,"['up', 'up', 'right', 'grip']"
363,grip,[ 6 13],[ 6 13],X,bottom,green,8,7.6259989738464355,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
364,left,[5 6],[3 4],X,top left,cyan,20,22.493695497512817,"['up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'left', 'up left', 'up left', 'up', 'left', 'up left', 'left', 'up left', 'up left', 'up', 'up', 'left']"
365,grip,[13 10],[13 10],P,right,yellow,9,11.903242826461792,"['right', 'right', 'right right down right right right right right right right', 'right right down right', 'right', 'right down right', 'right', 'down', 'grip']"
366,grip,[ 7 14],[ 7 14],T,bottom,magenta,8,7.449566602706909,"['down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
367,right,[14  7],[16  3],X,top right,red,20,21.627979040145874,"['right', 'right', 'right', 'right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up', 'up right', 'up right', 'up right', 'up', 'right']"
368,grip,[16  6],[16  6],Z,right,red,11,10.379269361495972,"['right', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'right', 'up', 'grip']"
369,grip,[ 8 13],[ 8 13],X,bottom,yellow,6,5.754018783569336,"['down', 'down', 'down', 'down', 'left', 'grip']"
370,grip,[10 11],[10 11],T,center,yellow,4,3.892763376235962,"['down', 'right', 'down', 'grip']"
371,down left,[4 9],[ 2 15],X,bottom left,blue,20,22.006670236587524,"['left', 'left', 'left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left']"
372,grip,[ 8 16],[ 8 16],Z,bottom,yellow,9,8.567929983139038,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
373,grip,[14  8],[14  8],Z,right,red,7,6.643318176269531,"['right', 'right', 'right', 'right', 'right', 'up', 'grip']"
374,grip,[11  9],[11  9],W,center,cyan,3,3.0360124111175537,"['right', 'right', 'grip']"
375,grip,[ 9 15],[ 9 15],X,bottom,cyan,7,6.726038932800293,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
376,grip,[ 7 11],[ 7 11],X,center,red,5,4.870635747909546,"['down', 'left', 'down', 'left', 'grip']"
377,grip,[8 9],[8 9],P,center,green,2,2.112657070159912,"['left', 'grip']"
378,grip,[ 9 15],[ 9 15],P,bottom,cyan,7,6.658640146255493,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
379,down right,[14 10],[15 11],W,right,blue,20,22.9750919342041,"['right', 'right', 'right', 'right', 'right down', 'right down', 'right down', 'right down down right', 'right down', 'right down', 'right down', 'right down', 'right down down right', 'right down', 'right down', 'right down', 'right', 'down right', 'down', 'down right']"
380,grip,[14  2],[14  2],X,top right,yellow,16,15.551279306411743,"['up right', 'up', 'right', 'right', 'up', 'up', 'up right', 'up', 'right', 'up right', 'up', 'right', 'up', 'right', 'up', 'grip']"
381,grip,[11  8],[11  8],T,center,red,4,3.906817674636841,"['up', 'right', 'right', 'grip']"
382,down right,[13  9],[16 16],Z,bottom right,red,20,22.2955539226532,"['right', 'right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right']"
383,grip,[11  8],[11  8],P,center,green,4,3.9214072227478027,"['right', 'up', 'right', 'grip']"
384,grip,[ 8 10],[ 8 10],P,center,green,3,3.008030891418457,"['left', 'down', 'grip']"
385,grip,[11 10],[11 10],Z,center,cyan,4,3.8888800144195557,"['right', 'right', 'down', 'grip']"
386,grip,[ 7 14],[ 7 14],U,bottom,blue,8,7.4441077709198,"['down', 'down', 'down', 'down', 'left', 'left', 'down', 'grip']"
387,down left,[4 9],[ 2 14],T,bottom left,blue,20,22.283379077911377,"['left', 'left down', 'left down', 'left down left', 'left down', 'left', 'left down', 'left', 'left down', 'left down', 'left', 'left down', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left']"
388,grip,[15  2],[15  2],U,top right,blue,16,15.234456300735474,"['right', 'up', 'up', 'right', 'right', 'up', 'up right', 'up right', 'right', 'up', 'up', 'right', 'up', 'right', 'up', 'grip']"
389,grip,[8 3],[8 3],W,top,red,8,7.565618991851807,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'grip']"
390,grip,[ 8 15],[ 8 15],T,bottom,green,8,7.531875848770142,"['down', 'down', 'down', 'down', 'down', 'left', 'down', 'grip']"
391,grip,[ 9 16],[ 8 16],U,bottom,magenta,8,7.578905344009399,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'grip']"
392,grip,[ 8 13],[ 8 13],T,bottom,yellow,6,5.746215581893921,"['down', 'down', 'down', 'left', 'down', 'grip']"
393,grip,[11 13],[11 13],P,bottom,cyan,9,8.968745470046997,"['down', 'down', 'down', 'right', 'down right', 'right down', 'down', 'right', 'grip']"
394,right down right,[11  9],[16 13],Z,bottom right,magenta,20,28.779176950454712,"['right down right', 'right down right', 'right down right', 'right right down', 'right down right', 'right', 'right right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right down right', 'right', 'right down right', 'right down right', 'right right down', 'right down right']"
395,grip,[11  8],[11  8],Z,center,magenta,4,3.8489458560943604,"['up', 'right', 'right', 'grip']"
396,grip,[13  7],[13  7],X,right,green,7,6.713487148284912,"['right', 'up', 'right', 'right', 'up', 'right', 'grip']"
397,grip,[ 5 12],[ 5 12],T,left,blue,11,11.08876895904541,"['left down', 'left down', 'left', 'left', 'left down', 'left', 'left', 'down', 'down', 'down', 'grip']"
398,grip,[13  8],[13  8],T,right,magenta,6,5.670263290405273,"['right', 'right', 'right', 'right', 'up', 'grip']"
399,grip,[14  2],[14  2],P,top right,blue,13,12.059003353118896,"['up', 'up', 'right', 'right', 'up', 'up', 'right', 'up', 'right', 'up', 'right', 'up', 'grip']"
400,grip,[ 7 14],[ 7 14],X,bottom,yellow,8,7.55048394203186,"['down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
401,grip,[ 6 10],[ 6 10],Z,center,green,5,4.895489692687988,"['left', 'left', 'down', 'left', 'grip']"
402,grip,[ 3 10],[ 3 10],Z,left,blue,8,7.553520202636719,"['left', 'left', 'left', 'left', 'left', 'left', 'down', 'grip']"
403,grip,[ 7 15],[ 7 15],T,bottom,cyan,9,8.47416353225708,"['down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
404,down right,[12 14],[13 15],X,bottom right,cyan,20,22.194188594818115,"['down', 'down', 'down right', 'down right', 'down right', 'down', 'down', 'down right', 'right', 'right down', 'right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down', 'down right', 'down right']"
405,grip,[14  6],[14  6],U,right,yellow,9,8.509040117263794,"['right', 'right', 'right', 'up', 'right', 'up', 'up', 'right', 'grip']"
406,grip,[10  7],[10  7],P,center,green,4,3.9228858947753906,"['up', 'up', 'right', 'grip']"
407,grip,[10 10],[10 10],P,center,cyan,3,2.9984750747680664,"['down', 'right', 'grip']"
408,grip,[11  4],[11  4],W,top,magenta,8,7.509430646896362,"['up', 'up', 'up', 'up', 'right', 'up', 'right', 'grip']"
409,grip,[10 14],[10 14],U,bottom,yellow,7,6.634114027023315,"['down', 'down', 'down', 'down', 'down', 'right', 'grip']"
410,grip,[ 7 16],[ 7 16],Z,bottom,cyan,10,9.408517122268677,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'down', 'left', 'grip']"
411,grip,[13  4],[13  4],P,top right,blue,10,9.377033948898315,"['up', 'up', 'right', 'right', 'up', 'right', 'up', 'right', 'up', 'grip']"
412,grip,[16  8],[16  8],P,right,red,9,8.49717378616333,"['right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'grip']"
413,grip,[ 8 10],[ 8 10],T,center,cyan,3,3.0106394290924072,"['down', 'left', 'grip']"
414,grip,[12 10],[12 10],P,center,magenta,5,4.81506609916687,"['right', 'right', 'right', 'down', 'grip']"
415,grip,[14  3],[14  3],T,top right,blue,12,11.301745176315308,"['up', 'right', 'right', 'up', 'right', 'up', 'up', 'right', 'up', 'right', 'up', 'grip']"
416,grip,[10 16],[10 16],X,bottom,green,9,8.463606119155884,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'right', 'grip']"
417,grip,[10  3],[10  3],P,top,yellow,8,7.5238049030303955,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'grip']"
418,grip,[16 12],[16 12],X,right,green,16,22.090445041656494,"['right', 'right', 'right down right', 'right', 'right right right right right right right right right right', 'right down right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right', 'right', 'right', 'down', 'down', 'down', 'grip']"
419,grip,[12 11],[12 11],W,center,yellow,6,5.770703077316284,"['right', 'right', 'down', 'down', 'right', 'grip']"
420,grip,[8 5],[8 5],T,top,green,6,5.65899920463562,"['up', 'up', 'up', 'up', 'left', 'grip']"
421,grip,[6 7],[6 7],T,center,green,6,5.757504940032959,"['up', 'up', 'left', 'left', 'left', 'grip']"
422,grip,[10 11],[10 11],X,center,yellow,4,3.946680784225464,"['right', 'down', 'down', 'grip']"
423,down left,[4 9],[ 2 14],X,bottom left,blue,20,22.050431966781616,"['left down', 'left', 'left down', 'left', 'left', 'left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
424,down left,[ 9 11],[ 5 15],Z,bottom left,green,20,22.97158670425415,"['down left', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
425,grip,[13 11],[13 11],Z,right,magenta,11,11.837117910385132,"['right down', 'right', 'right', 'right down right', 'right down right', 'right', 'right down', 'right', 'down', 'down', 'grip']"
426,grip,[10 13],[10 13],U,bottom,magenta,6,5.7150280475616455,"['down', 'down', 'down', 'down', 'right', 'grip']"
427,grip,[15  8],[15  8],Z,right,yellow,10,10.348360538482666,"['right', 'right', 'right up right', 'right up right', 'right', 'right', 'right', 'up', 'right', 'grip']"
428,grip,[3 8],[3 8],W,left,red,8,7.597946643829346,"['left', 'left', 'left', 'left', 'left', 'up', 'left', 'grip']"
429,grip,[11  6],[11  6],P,center,yellow,6,5.739507675170898,"['up', 'up', 'right', 'right', 'up', 'grip']"
430,down right,[10 12],[13 16],Z,bottom right,red,20,22.332369565963745,"['down', 'down', 'down', 'down right', 'right down', 'down right', 'down right', 'down right', 'down right', 'down right', 'right down', 'down right', 'right down', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right']"
431,grip,[12 12],[12 12],U,center,cyan,11,11.404859066009521,"['right', 'down', 'down', 'right down', 'right down', 'right down', 'right', 'right down', 'right', 'down', 'grip']"
432,down left,[4 9],[ 2 14],T,bottom left,yellow,20,22.197874784469604,"['left', 'left', 'left', 'left down', 'left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left down', 'down left', 'down left']"
433,grip,[6 3],[6 3],T,top,green,10,9.331460952758789,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'grip']"
434,grip,[ 2 12],[ 2 12],U,left,red,11,10.302408695220947,"['left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'down', 'down', 'grip']"
435,grip,[14 14],[14 14],T,bottom right,magenta,17,18.79443049430847,"['right', 'right', 'right', 'down right', 'right', 'down', 'down', 'down right', 'down right', 'down', 'down', 'right down right', 'right down right', 'right down right', 'right', 'down', 'grip']"
436,grip,[15  5],[15  5],U,top right,green,17,17.330592155456543,"['right', 'right', 'right', 'up right', 'up right', 'right', 'up right', 'up right', 'up', 'up', 'up right', 'up right', 'right', 'up', 'right', 'up', 'grip']"
437,grip,[9 3],[9 3],W,top,red,7,6.63896369934082,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
438,grip,[ 5 10],[ 5 10],T,left,green,6,5.798444509506226,"['left', 'left', 'left', 'left', 'down', 'grip']"
439,up left,[5 5],[2 3],T,top left,yellow,20,21.328864336013794,"['up left', 'left', 'up left', 'up left', 'up left', 'up', 'up left', 'left', 'up left', 'up', 'left', 'left', 'up', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'up left']"
440,grip,[10 16],[10 16],T,bottom,green,9,8.493391275405884,"['down', 'down', 'down', 'down', 'down', 'down', 'down', 'right', 'grip']"
441,grip,[5 7],[5 7],W,left,red,7,6.633087396621704,"['left', 'left', 'left', 'up', 'up', 'left', 'grip']"
442,grip,[5 2],[5 2],X,top left,green,18,18.295350790023804,"['up', 'up', 'up', 'up', 'up left', 'up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up', 'up', 'left', 'left', 'left', 'up', 'grip']"
443,grip,[14  6],[14  6],X,right,blue,9,8.495329141616821,"['right', 'right', 'right', 'up', 'up', 'right', 'right', 'up', 'grip']"
444,grip,[9 3],[9 3],T,top,green,7,6.681668758392334,"['up', 'up', 'up', 'up', 'up', 'up', 'grip']"
445,grip,[15  9],[15  9],U,right,blue,7,6.6881349086761475,"['right', 'right', 'right', 'right', 'right', 'right', 'grip']"
446,down right,[12  9],[14 14],W,bottom right,yellow,20,22.709267616271973,"['right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right']"
447,grip,[15  2],[15  2],P,top right,red,15,14.216248273849487,"['right', 'right', 'up', 'right', 'up', 'up', 'up right', 'up', 'right', 'up', 'right', 'up', 'right', 'up', 'grip']"
448,grip,[14  7],[14  7],U,right,green,13,13.326380968093872,"['right', 'right', 'right', 'up right', 'up right', 'up', 'up right', 'up right', 'up right', 'right', 'up', 'right', 'grip']"
449,up left,[4 5],[2 3],Z,top left,cyan,20,22.109071969985962,"['left', 'up left', 'left', 'left', 'up left', 'up', 'up left', 'up', 'left', 'up left', 'up', 'left', 'up', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left']"
450,grip,[8 6],[8 6],P,center,green,5,4.805692195892334,"['up', 'up', 'up', 'left', 'grip']"
451,grip,[ 7 13],[ 7 13],X,bottom,cyan,7,6.68328595161438,"['down', 'down', 'down', 'left', 'left', 'down', 'grip']"
452,grip,[15  9],[15  9],P,right,magenta,9,12.607316017150879,"['right', 'right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right', 'right', 'right', 'grip']"
453,grip,[ 9 11],[ 9 11],W,center,magenta,3,2.9743571281433105,"['down', 'down', 'grip']"
454,grip,[5 4],[5 4],P,top left,magenta,10,9.783171653747559,"['up', 'up', 'up', 'left', 'left', 'up', 'left', 'up', 'left', 'grip']"
455,grip,[ 7 11],[ 7 11],X,center,yellow,5,4.831148147583008,"['left', 'down', 'down', 'left', 'grip']"
456,right right right right right right right right right right,[11  9],[16  9],P,right,green,20,55.60692262649536,"['right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right', 'right right right right right right right right right right']"
457,down left,[4 9],[ 2 14],W,bottom left,cyan,20,23.347924947738647,"['left', 'left down', 'left', 'left', 'left down left', 'down left', 'left down', 'left down', 'left down', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left']"
458,down,[12 12],[14 15],T,bottom right,magenta,20,22.824930906295776,"['down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down', 'down', 'right', 'right', 'down right', 'down right', 'down right', 'down right', 'down right', 'down right', 'right', 'down right', 'down']"
459,grip,[5 3],[5 3],W,top left,blue,16,16.24553871154785,"['up', 'up', 'up', 'up', 'left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up', 'left', 'up', 'left', 'grip']"
460,grip,[10  2],[10  2],Z,top,magenta,9,8.363932847976685,"['up', 'up', 'up', 'up', 'up', 'up', 'right', 'up', 'grip']"
461,grip,[ 9 15],[ 9 15],P,bottom,magenta,7,6.6849048137664795,"['down', 'down', 'down', 'down', 'down', 'down', 'grip']"
462,grip,[11  8],[11  8],X,center,yellow,4,3.9061553478240967,"['right', 'up', 'right', 'grip']"
463,grip,[11 13],[11 13],W,bottom,magenta,7,6.704144477844238,"['down', 'down', 'down', 'right', 'down', 'right', 'grip']"
464,grip,[12 14],[12 14],Z,bottom,green,9,8.509865045547485,"['down', 'down', 'down', 'down', 'right', 'right', 'down', 'right', 'grip']"
465,grip,[14  3],[14  3],U,top right,red,12,11.295747995376587,"['right', 'right', 'up', 'right', 'up', 'up', 'right', 'up', 'up', 'right', 'up', 'grip']"
466,up left,[7 9],[2 3],X,top left,green,20,22.99800753593445,"['up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'up left', 'left', 'up left', 'up left']"
467,grip,[3 7],[3 7],T,left,magenta,10,9.636452436447144,"['left', 'left', 'left', 'left', 'up', 'left', 'up left', 'left', 'up', 'grip']"
468,grip,[3 4],[3 4],T,top left,blue,16,15.674087047576904,"['left', 'up left', 'up left', 'left', 'up left', 'up', 'up left', 'left', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
469,grip,[15  6],[15  6],W,right,green,15,15.107846021652222,"['right', 'right', 'right', 'right', 'up right', 'up right', 'up right', 'up right', 'up right', 'up', 'right', 'up', 'up', 'right', 'grip']"
470,grip,[ 5 11],[ 5 11],W,left,blue,7,6.573455095291138,"['left', 'left', 'left', 'left', 'down', 'down', 'grip']"
471,grip,[6 8],[6 8],P,center,magenta,5,4.873579502105713,"['left', 'left', 'up', 'left', 'grip']"
472,grip,[8 8],[8 8],P,center,red,3,3.047456979751587,"['up', 'left', 'grip']"
473,up,[5 4],[4 2],U,top left,yellow,20,21.040398359298706,"['up left', 'up left', 'up', 'up left', 'up', 'up left', 'up left', 'up left', 'left', 'up left', 'up left', 'up left', 'up left', 'up', 'left', 'up left', 'up', 'left', 'left', 'up']"
474,grip,[10 11],[10 11],U,center,magenta,4,3.943141460418701,"['down', 'down', 'right', 'grip']"
475,grip,[9 6],[10  6],W,center,green,4,3.956829309463501,"['up', 'up', 'up', 'grip']"
476,grip,[10  7],[10  7],W,center,cyan,4,3.9147956371307373,"['up', 'up', 'right', 'grip']"
477,grip,[ 6 13],[ 6 13],X,bottom,green,8,7.60407018661499,"['down', 'down', 'down', 'left', 'left', 'down', 'left', 'grip']"
478,grip,[4 9],[4 9],P,left,yellow,6,5.707954168319702,"['left', 'left', 'left', 'left', 'left', 'grip']"
479,grip,[ 8 15],[ 8 15],U,bottom,blue,8,7.608723402023315,"['down', 'down', 'down', 'down', 'down', 'down', 'left', 'grip']"
480,grip,[12 12],[12 12],U,center,green,18,21.67398166656494,"['right', 'down', 'down', 'right down', 'right down', 'right down', 'right down down right down right down right down right', 'right down', 'right down right', 'right down', 'right down', 'right down', 'right', 'right down', 'right down', 'right', 'down', 'grip']"
481,down left,[ 8 10],[ 4 15],W,bottom left,blue,20,22.918593168258667,"['down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down', 'down left', 'down left', 'down left', 'down left']"
482,grip,[4 7],[4 7],W,left,green,8,7.623504638671875,"['left', 'up', 'left', 'left', 'left', 'up', 'left', 'grip']"
483,grip,[6 2],[6 2],Z,top,green,11,10.423374652862549,"['up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'up', 'left', 'grip']"
484,down left,[ 9 11],[ 5 15],W,bottom left,blue,20,22.864814519882202,"['down', 'down left', 'down', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left', 'down left']"
